date,revenue,age_groups,180dayma,30dayma,7dayma,Prev30
2022-03-05,17156.3800,Babies,23888.96161111,29740.54033333,20533.08142857,30501.96033333
2022-03-06,21715.0000,Babies,23852.75438889,29772.03400000,20636.46142857,29985.62533333
2022-03-07,19407.9000,Babies,23822.81283333,29601.38800000,19132.34000000,29458.11200000
2022-03-08,18153.4500,Babies,23816.35166667,29365.03633333,18596.54428571,29373.69166667
2022-03-09,23078.0500,Babies,23834.59983333,29174.64133333,19118.05857143,29453.94366667
2022-03-10,18408.5600,Babies,23853.07005556,28932.81100000,19104.68571429,29102.43666667
2022-03-11,16903.0900,Babies,23838.32411111,28749.54000000,19260.34714286,28811.29933333
2022-03-12,22025.7500,Babies,23844.24283333,28772.68133333,19955.97142857,28330.76200000
2022-03-13,20732.7800,Babies,23859.88094444,28914.85666667,19815.65428571,27992.05500000
2022-03-14,23307.2500,Babies,23874.57677778,29128.38800000,20372.70428571,27370.97033333
2022-03-15,21356.5100,Babies,23876.86594444,29192.66866667,20830.28428571,26929.48400000
2022-03-16,23055.8500,Babies,23892.70188889,29130.25166667,20827.11285714,26669.19033333
2022-03-17,20306.7300,Babies,23895.56450000,28939.92600000,21098.28000000,26330.99166667
2022-03-18,26663.0500,Babies,23914.54555556,28823.96833333,22492.56000000,25903.14533333
2022-03-19,15279.3900,Babies,23863.18505556,28563.95333333,21528.79428571,25343.75800000
2022-03-20,17587.1600,Babies,23825.55050000,28615.69900000,21079.42000000,24810.26000000
2022-03-21,24880.2200,Babies,23852.09361111,28816.37366667,21304.13000000,24454.63333333
2022-03-22,24347.6800,Babies,23873.81705556,28882.42466667,21731.44000000,24336.60100000
2022-03-23,23180.3400,Babies,23920.00827778,28087.43866667,21749.22428571,25062.54800000
2022-03-24,19294.6700,Babies,23926.83766667,21827.87900000,21604.64428571,31002.41300000
2022-03-25,17757.8300,Babies,23886.39272222,20504.93366667,20332.47000000,31953.10400000
2022-03-26,15422.3400,Babies,23855.71727778,20312.95500000,20352.89142857,31700.98833333
2022-03-27,19819.9000,Babies,23848.38683333,20494.15566667,20671.85428571,31078.35100000
2022-03-28,24194.8200,Babies,23886.38327778,20686.99633333,20573.94000000,30754.93700000
2022-03-29,21995.6400,Babies,23909.22316667,20720.47300000,20237.93428571,30824.88166667
2022-03-30,20771.0700,Babies,23915.09877778,20414.95033333,19893.75285714,31133.40833333
2022-03-31,15793.8200,Babies,23909.31488889,20211.27700000,19393.63142857,30848.03200000
2022-04-01,12030.2200,Babies,23880.81611111,19964.70266667,18575.40142857,30495.53400000
2022-04-02,15929.8800,Babies,23851.84066667,19878.95966667,18647.90714286,30254.84900000
2022-04-03,18194.7100,Babies,23825.59205556,19958.33466667,18415.73714286,29892.59533333
2022-04-04,19547.8900,Babies,23832.80866667,20038.05166667,17751.89000000,29740.54033333
2022-04-05,16421.5300,Babies,23830.68427778,19861.60266667,16955.58857143,29772.03400000
2022-04-06,19450.8500,Babies,23853.12833333,19863.03433333,16766.98571429,29601.38800000
2022-04-07,15078.4600,Babies,23861.57833333,19760.53466667,16664.79142857,29365.03633333
2022-04-08,18291.9800,Babies,23848.22866667,19600.99900000,17559.32857143,29174.64133333
2022-04-09,17769.5300,Babies,23833.45127778,19579.69800000,17822.13571429,28932.81100000
2022-04-10,19110.9300,Babies,23844.71244444,19653.29266667,17953.02428571,28749.54000000
2022-04-11,22650.8100,Babies,23866.34516667,19674.12800000,18396.29857143,28772.68133333
2022-04-12,14095.5800,Babies,23839.49072222,19452.88800000,18064.02000000,28914.85666667
2022-04-13,18433.8800,Babies,23863.07383333,19290.44233333,17918.73857143,29128.38800000
2022-04-14,14088.0200,Babies,23870.34361111,19048.15933333,17777.24714286,29192.66866667
2022-04-15,15375.2300,Babies,23855.58122222,18792.13866667,17360.56857143,29130.25166667
2022-04-16,15449.9700,Babies,23803.99305556,18630.24666667,17029.20285714,28939.92600000
2022-04-17,16782.9600,Babies,23784.38472222,18300.91033333,16696.63571429,28823.96833333
2022-04-18,21677.5000,Babies,23803.12438889,18514.18066667,16557.59142857,28563.95333333
2022-04-19,23374.4100,Babies,23834.17255556,18707.08900000,17883.13857143,28615.69900000
2022-04-20,20297.8300,Babies,23860.66394444,18554.34266667,18149.41714286,28816.37366667
2022-04-21,26271.4200,Babies,23930.24194444,18618.46733333,19889.90285714,28882.42466667
2022-04-22,19458.6900,Babies,23933.91588889,18494.41233333,20473.25428571,28087.43866667
2022-04-23,16677.8600,Babies,23911.24633333,18407.18533333,20648.66714286,21827.87900000
2022-04-24,19231.6900,Babies,23916.31127778,18456.31400000,20998.48571429,20504.93366667
2022-04-25,24268.0200,Babies,23941.95883333,18751.17000000,21368.56000000,20312.95500000
2022-04-26,23134.2500,Babies,23973.71066667,18861.64833333,21334.25142857,20494.15566667
2022-04-27,23948.4000,Babies,24039.76888889,18853.43433333,21855.76142857,20686.99633333
2022-04-28,16470.0600,Babies,24057.37833333,18669.24833333,20455.56714286,20720.47300000
2022-04-29,17024.9800,Babies,24067.20133333,18544.37866667,20107.89428571,20414.95033333
2022-04-30,14418.1700,Babies,24002.53961111,18498.52366667,19785.08142857,20211.27700000
2022-05-01,19739.9100,Babies,23995.06222222,18755.51333333,19857.68428571,19964.70266667
2022-05-02,25579.9900,Babies,24027.21816667,19077.18366667,20045.10857143,19878.95966667
2022-05-03,32656.8100,Babies,24103.35244444,19559.25366667,21405.47428571,19958.33466667
2022-05-04,28205.3900,Babies,24153.16727778,19847.83700000,22013.61571429,20038.05166667
2022-05-05,24257.0400,Babies,24195.87605556,20109.02066667,23126.04142857,19861.60266667
2022-05-06,19405.9600,Babies,24190.26816667,20107.52433333,23466.18142857,19863.03433333
2022-05-07,19559.6200,Babies,24168.12805556,20256.89633333,24200.67428571,19760.53466667
2022-05-08,28437.2500,Babies,24233.79655556,20595.07200000,25443.15142857,19600.99900000
2022-05-09,34858.4000,Babies,24319.76044444,21164.70100000,26768.63857143,19579.69800000
2022-05-10,22522.7700,Babies,24357.00750000,21278.42900000,25320.91857143,19653.29266667
2022-05-11,17885.3900,Babies,24363.10711111,21119.58166667,23846.63285714,19674.12800000
2022-05-12,14768.7300,Babies,24353.05605556,21142.02000000,22491.16000000,19452.88800000
2022-05-13,11045.4200,Babies,24316.05583333,20895.73800000,21296.79714286,19290.44233333
2022-05-14,9550.5000,Babies,24249.77572222,20744.48733333,19866.92285714,19048.15933333
2022-05-15,16709.2100,Babies,24231.52988889,20788.95333333,18191.48857143,18792.13866667
2022-05-16,15955.6300,Babies,24210.96783333,20805.80866667,15491.09285714,18630.24666667
2022-05-17,15118.6100,Babies,24207.06566667,20750.33033333,14433.35571429,18300.91033333
2022-05-18,17803.3900,Babies,24221.36027778,20621.19333333,14421.64142857,18514.18066667
2022-05-19,17697.2600,Babies,24245.22638889,20431.95500000,14840.00285714,18707.08900000
2022-05-20,12444.7300,Babies,24223.30566667,20170.18500000,15039.90428571,18554.34266667
2022-05-21,15625.0800,Babies,24202.02783333,19815.30700000,15907.70142857,18618.46733333
2022-05-22,12565.8700,Babies,24171.74216667,19585.54633333,15315.79571429,18494.41233333
2022-05-23,21460.0200,Babies,24215.33716667,19744.95166667,16102.13714286,18407.18533333
2022-05-24,15252.1500,Babies,24241.70466667,19612.30033333,16121.21428571,18456.31400000
2022-05-25,16079.2400,Babies,24258.49122222,19339.34100000,15874.90714286,18751.17000000
2022-05-26,16234.0700,Babies,24261.27277778,19109.33500000,15665.88000000,18861.64833333
2022-05-27,11765.5100,Babies,24202.69877778,18703.23866667,15568.84857143,18853.43433333
2022-05-28,13545.2600,Babies,24114.70088889,18605.74533333,15271.73142857,18669.24833333
2022-05-29,9560.3600,Babies,24025.57700000,18356.92466667,14842.37285714,18544.37866667
2022-05-30,18868.4200,Babies,24045.45222222,18505.26633333,14472.14428571,18498.52366667
2022-05-31,27816.2900,Babies,24102.20600000,18774.47900000,16267.02142857,18755.51333333
2022-06-01,24547.8800,Babies,24142.23677778,18740.07533333,17476.82714286,19077.18366667
2022-06-02,17576.9900,Babies,24158.49011111,18237.41466667,17668.67285714,19559.25366667
2022-06-03,15493.7100,Babies,24132.29038889,17813.69200000,18201.27285714,19847.83700000
2022-06-04,15473.7900,Babies,24131.79111111,17520.91700000,18476.77714286,20109.02066667
2022-06-05,18213.4800,Babies,24111.77711111,17481.16766667,19712.93714286,20107.52433333
2022-06-06,23030.7000,Babies,24121.13533333,17596.87033333,20307.54857143,20256.89633333
2022-06-07,17708.2100,Babies,24126.82294444,17239.23566667,18863.53714286,20595.07200000
2022-06-08,14515.3200,Babies,24129.66605556,16561.13300000,17430.31428571,21164.70100000
2022-06-09,16386.1500,Babies,24147.51511111,16356.57900000,17260.19428571,21278.42900000
2022-06-10,13475.1100,Babies,24134.73794444,16209.56966667,16971.82285714,21119.58166667
2022-06-11,13030.6900,Babies,24112.92388889,16151.63500000,16622.80857143,21142.02000000
2022-06-12,20483.1000,Babies,24119.34205556,16466.22433333,16947.04000000,20895.73800000
2022-06-13,18382.9600,Babies,24139.50361111,16760.63966667,16283.07714286,20744.48733333
2022-06-14,19504.9100,Babies,24183.22966667,16853.82966667,16539.74857143,20788.95333333
2022-06-15,18228.3800,Babies,24203.26266667,16929.58800000,17070.18571429,20805.80866667
2022-06-16,19238.8300,Babies,24240.71050000,17066.92866667,17477.71142857,20750.33033333
2022-06-17,15011.7000,Babies,24252.81438889,16973.87233333,17697.22428571,20621.19333333
2022-06-18,13890.6800,Babies,24225.27127778,16846.98633333,17820.08000000,20431.95500000
2022-06-19,17248.8200,Babies,24246.99683333,17007.12266667,17358.04000000,20170.18500000
2022-06-20,23045.0000,Babies,24305.93883333,17254.45333333,18024.04571429,19815.30700000
2022-06-21,19679.3100,Babies,24336.06277778,17491.56800000,18048.96000000,19585.54633333
2022-06-22,23590.1300,Babies,24425.44438889,17562.57166667,18814.92428571,19744.95166667
2022-06-23,17001.3400,Babies,24452.57961111,17620.87800000,18495.28285714,19612.30033333
2022-06-24,14313.3500,Babies,24390.75650000,17562.01500000,18395.51857143,19339.34100000
2022-06-25,15380.1600,Babies,23828.12305556,17533.55133333,18608.30142857,19109.33500000
2022-06-26,16850.4500,Babies,23592.62988889,17703.04933333,18551.39142857,18703.23866667
2022-06-27,21960.6300,Babies,23468.87244444,17983.56166667,18396.48142857,18605.74533333
2022-06-28,16983.9200,Babies,23294.13772222,18231.01366667,18011.42571429,18356.92466667
2022-06-29,17274.2300,Babies,23210.01855556,18177.87400000,17109.15428571,18505.26633333
2022-06-30,16156.9500,Babies,23052.36083333,17789.22933333,16988.52714286,18774.47900000
2022-07-01,17005.7800,Babies,22909.09377778,17537.82600000,17373.16000000,18740.07533333
2022-07-02,15176.8100,Babies,22742.36061111,17457.82000000,17344.11000000,18237.41466667
2022-07-03,11817.9900,Babies,22546.22955556,17335.29600000,16625.18714286,17813.69200000
2022-07-04,18812.1900,Babies,22449.29594444,17446.57600000,16175.41000000,17520.91700000
2022-07-05,24022.3500,Babies,22358.57188889,17640.20500000,17180.90000000,17481.16766667
2022-07-06,19680.3200,Babies,22313.59250000,17528.52566667,17524.62714286,17596.87033333
2022-07-07,17727.4000,Babies,22265.50950000,17529.16533333,17748.97714286,17239.23566667
2022-07-08,28322.9400,Babies,22221.69983333,17989.41933333,19365.71428571,16561.13300000
2022-07-09,17898.7000,Babies,22148.16294444,18039.83766667,19754.55571429,16356.57900000
2022-07-10,21463.6900,Babies,22068.80772222,18306.12366667,21132.51285714,16209.56966667
2022-07-11,40947.7200,Babies,22148.35766667,19236.69133333,24294.73142857,16151.63500000
2022-07-12,30500.1200,Babies,22120.39250000,19570.59200000,25220.12714286,16466.22433333
2022-07-13,24908.8200,Babies,22077.25994444,19788.12066667,25967.05571429,16760.63966667
2022-07-14,24387.6100,Babies,22030.87350000,19950.87733333,26918.51428571,16853.82966667
2022-07-15,21302.2300,Babies,21948.31666667,20053.33900000,25915.55571429,16929.58800000
2022-07-16,17001.8500,Babies,21804.00933333,19978.77300000,25787.43428571,17066.92866667
2022-07-17,21641.7200,Babies,21702.78855556,20199.77366667,25812.86714286,16973.87233333
2022-07-18,28850.6300,Babies,21685.07133333,20698.43866667,24084.71142857,16846.98633333
2022-07-19,28162.0200,Babies,21677.47822222,21062.21200000,23750.69714286,17007.12266667
2022-07-20,18814.9400,Babies,21638.07722222,20921.21000000,22880.14285714,17254.45333333
2022-07-21,19396.1000,Babies,21605.54716667,20911.76966667,22167.07000000,17491.56800000
2022-07-22,15363.1100,Babies,21530.42272222,20637.53566667,21318.62428571,17562.57166667
2022-07-23,15340.6400,Babies,21454.95150000,20582.17900000,21081.30857143,17620.87800000
2022-07-24,24884.0100,Babies,21433.50061111,20934.53433333,21544.49285714,17562.01500000
2022-07-25,23402.7200,Babies,21379.83238889,21201.95300000,20766.22000000,17533.55133333
2022-07-26,23315.9800,Babies,21353.18772222,21417.47066667,20073.92857143,17703.04933333
2022-07-27,20727.1000,Babies,21363.37716667,21376.35300000,20347.09428571,17983.56166667
2022-07-28,24045.0200,Babies,21382.06644444,21611.72300000,21011.22571429,18231.01366667
2022-07-29,20754.5500,Babies,21328.11777778,21727.73366667,21781.43142857,18177.87400000
2022-07-30,21531.8500,Babies,21281.05922222,21906.89700000,22665.89000000,17789.22933333
2022-07-31,24623.6000,Babies,21274.95300000,22160.82433333,22628.68857143,17537.82600000
2022-08-01,30405.4700,Babies,21295.64411111,22668.44633333,23629.08142857,17457.82000000
2022-08-02,20163.9300,Babies,21287.01022222,22946.64433333,23178.78857143,17335.29600000
2022-08-03,19478.5200,Babies,21279.83427778,22968.85533333,23000.42000000,17446.57600000
2022-08-04,19427.6300,Babies,21251.50288889,22815.69800000,22340.79285714,17640.20500000
2022-08-05,18087.2400,Babies,21211.74311111,22762.59533333,21959.74857143,17528.52566667
2022-08-06,14796.6300,Babies,21134.00272222,22664.90300000,20997.57428571,17529.16533333
2022-08-07,18801.4000,Babies,21095.88011111,22347.51833333,20165.83142857,17989.41933333
2022-08-08,25051.1800,Babies,21110.60211111,22585.93433333,19400.93285714,18039.83766667
2022-08-09,20906.5300,Babies,21108.24111111,22567.36233333,19507.01857143,18306.12366667
2022-08-10,20677.1800,Babies,21131.62811111,21891.67766667,19678.25571429,19236.69133333
2022-08-11,20878.3900,Babies,21153.72300000,21570.95333333,19885.50714286,19570.59200000
2022-08-12,15731.4800,Babies,21133.18627778,21265.04200000,19548.97000000,19788.12066667
2022-08-13,15637.1200,Babies,21081.56827778,20973.35900000,19669.04000000,19950.87733333
2022-08-14,16670.3400,Babies,21029.64516667,20818.96266667,19364.60285714,20053.33900000
2022-08-15,23379.9700,Babies,20992.07955556,21031.56666667,19125.85857143,19978.77300000
2022-08-16,20542.0500,Babies,20977.98072222,20994.91100000,19073.79000000,20199.77366667
2022-08-17,23561.8200,Babies,21019.79755556,20818.61733333,19485.88142857,20698.43866667
2022-08-18,16680.1700,Babies,21007.68750000,20435.88900000,18886.13571429,21062.21200000
2022-08-19,19235.9300,Babies,20990.29738889,20449.92200000,19386.77142857,20921.21000000
2022-08-20,14177.4800,Babies,20807.78383333,20275.96800000,19178.25142857,20911.76966667
2022-08-21,17612.5100,Babies,19755.17855556,20350.94800000,19312.84714286,20637.53566667
2022-08-22,24500.9200,Babies,19572.14927778,20656.29066667,19472.98285714,20582.17900000
2022-08-23,26570.4100,Babies,19602.08655556,20712.50400000,20334.17714286,20934.53433333
2022-08-24,21170.9500,Babies,19639.79250000,20638.11166667,19992.62428571,21201.95300000
2022-08-25,18883.3000,Babies,19642.42416667,20490.35566667,20307.35714286,21417.47066667
2022-08-26,16641.8700,Babies,19618.26044444,20354.18133333,19936.77714286,21376.35300000
2022-08-27,17016.5200,Babies,19546.48138889,20119.89800000,20342.35428571,21611.72300000
2022-08-28,19763.2500,Babies,19534.58822222,20086.85466667,20649.60285714,21727.73366667
2022-08-29,26807.9800,Babies,19575.59116667,20262.72566667,20979.18285714,21906.89700000
2022-08-30,28197.2300,Babies,19629.45261111,20381.84666667,21211.58571429,22160.82433333
2022-08-31,26400.9800,Babies,19688.27216667,20248.36366667,21958.73285714,22668.44633333
2022-09-01,20521.4500,Babies,19706.96700000,20260.28100000,22192.75428571,22946.64433333
2022-09-02,16793.8000,Babies,19679.62700000,20170.79033333,22214.45857143,22968.85533333
2022-09-03,12105.8400,Babies,19639.06000000,19926.73066667,21512.93285714,22815.69800000
2022-09-04,19505.0200,Babies,19646.56872222,19973.99000000,21476.04285714,22762.59533333
2022-09-05,25792.7400,Babies,19661.65033333,20340.52700000,21331.00857143,22664.90300000
2022-09-06,28485.0200,Babies,19717.63066667,20663.31433333,21372.12142857,22347.51833333
2022-09-07,24988.4500,Babies,19762.54933333,20661.22333333,21170.33142857,22585.93433333
2022-09-08,18776.9300,Babies,19744.50033333,20590.23666667,20921.11428571,22567.36233333
2022-09-09,15742.3500,Babies,19716.77572222,20425.74233333,20770.90714286,21891.67766667
2022-09-10,16644.1000,Babies,19679.75822222,20284.59933333,21419.23000000,21570.95333333
2022-09-11,19412.7800,Babies,19668.95972222,20407.30933333,21406.05285714,21265.04200000
2022-09-12,22227.6200,Babies,19664.35844444,20626.99266667,20896.75000000,20973.35900000
2022-09-13,22316.6200,Babies,19675.52450000,20815.20200000,20015.55000000,20818.96266667
2022-09-14,26229.0400,Babies,19673.11333333,20910.17100000,20192.77714286,21031.56666667
2022-09-15,21643.5400,Babies,19708.46972222,20946.88733333,20602.29285714,20994.91100000
2022-09-16,15173.1700,Babies,19695.05866667,20667.26566667,20520.98142857,20818.61733333
2022-09-17,15826.4100,Babies,19644.75972222,20638.80700000,20404.16857143,20435.88900000
2022-09-18,22092.9300,Babies,19632.23333333,20734.04033333,20787.04714286,20449.92200000
2022-09-19,23631.8600,Babies,19634.74177778,21049.18633333,20987.65285714,20275.96800000
2022-09-20,23487.6400,Babies,19658.03605556,21245.02400000,21154.94142857,20350.94800000
2022-09-21,21272.3100,Babies,19677.56094444,21137.40366667,20446.83714286,20656.29066667
2022-09-22,15449.1100,Babies,19677.70966667,20766.69366667,19561.91857143,20712.50400000
2022-09-23,17091.4200,Babies,19662.55144444,20630.70933333,19835.95428571,20638.11166667
2022-09-24,17913.2800,Babies,19627.65400000,20598.37533333,20134.07857143,20490.35566667
2022-09-25,25145.6000,Babies,19645.15377778,20881.83300000,20570.17428571,20354.18133333
2022-09-26,30438.5100,Babies,19698.86177778,21329.23266667,21542.55285714,20119.89800000
2022-09-27,19042.1500,Babies,19716.90805556,21305.19600000,20907.48285714,20086.85466667
2022-09-28,19942.0900,Babies,19760.86288889,21076.33300000,20717.45142857,20262.72566667
2022-09-29,15448.9600,Babies,19758.19111111,20651.39066667,20717.43000000,20381.84666667
2022-09-30,15049.4500,Babies,19740.71744444,20273.00633333,20425.72000000,20248.36366667
2022-10-01,15023.3900,Babies,19715.58133333,20089.73766667,20012.87857143,20260.28100000
2022-10-02,25702.8000,Babies,19767.14394444,20386.70433333,20092.47857143,20170.79033333
2022-10-03,29161.6900,Babies,19821.09305556,20955.23266667,19910.07571429,19926.73066667
2022-10-04,26381.6900,Babies,19883.88877778,21184.45500000,20958.58142857,19973.99000000
2022-10-05,21211.7800,Babies,19900.10988889,21031.75633333,21139.96571429,20340.52700000
2022-10-06,18382.6800,Babies,19903.51627778,20695.01166667,21559.06857143,20663.31433333
2022-10-07,15713.9800,Babies,19884.64433333,20385.86266667,21654.00142857,20661.22333333
2022-10-08,19169.4500,Babies,19865.30344444,20398.94666667,22246.29571429,20590.23666667
2022-10-09,19477.1300,Babies,19895.20094444,20523.43933333,21356.91428571,20425.74233333
2022-10-10,26075.9900,Babies,19937.65711111,20837.83566667,20916.10000000,20284.59933333
2022-10-11,23033.4700,Babies,19987.35405556,20958.52533333,20437.78285714,20407.30933333
2022-10-12,17860.9400,Babies,20001.16355556,20812.96933333,19959.09142857,20626.99266667
2022-10-13,23023.1700,Babies,20043.23688889,20836.52100000,20622.01857143,20815.20200000
2022-10-14,18116.3700,Babies,20050.64472222,20566.09866667,20965.21714286,20910.17100000
2022-10-15,20181.2200,Babies,20042.33205556,20517.35466667,21109.75571429,20946.88733333
2022-10-16,23601.5200,Babies,20043.59377778,20798.29966667,21698.95428571,20667.26566667
2022-10-17,27425.7300,Babies,20083.19322222,21184.94366667,21891.77428571,20638.80700000
2019-02-12,360.0000,Consultation,360.00000000,360.00000000,360.00000000,
2019-02-13,60.0000,Consultation,210.00000000,210.00000000,210.00000000,
2019-02-14,240.0000,Consultation,220.00000000,220.00000000,220.00000000,
2019-02-15,300.0000,Consultation,240.00000000,240.00000000,240.00000000,
2019-02-16,60.0000,Consultation,204.00000000,204.00000000,204.00000000,
2019-02-17,300.0000,Consultation,220.00000000,220.00000000,220.00000000,
2019-02-18,300.0000,Consultation,231.42857143,231.42857143,231.42857143,
2019-02-19,425.0000,Consultation,255.62500000,255.62500000,240.71428571,
2019-02-20,120.0000,Consultation,240.55555556,240.55555556,249.28571429,
2019-02-21,60.0000,Consultation,222.50000000,222.50000000,223.57142857,
2019-02-22,240.0000,Consultation,224.09090909,224.09090909,215.00000000,
2019-02-25,245.0000,Consultation,225.83333333,225.83333333,218.00000000,
2019-02-26,240.0000,Consultation,226.92307692,226.92307692,181.00000000,
2019-02-27,180.0000,Consultation,223.57142857,223.57142857,193.00000000,
2019-02-28,240.0000,Consultation,224.66666667,224.66666667,229.00000000,
2019-03-01,180.0000,Consultation,221.87500000,221.87500000,217.00000000,
2019-03-02,120.0000,Consultation,215.88235294,215.88235294,200.83333333,
2019-03-03,60.0000,Consultation,207.22222222,207.22222222,180.71428571,
2019-03-04,360.0000,Consultation,215.26315789,215.26315789,197.14285714,
2019-03-05,300.0000,Consultation,219.50000000,219.50000000,205.71428571,
2019-03-07,60.0000,Consultation,211.90476190,211.90476190,180.00000000,
2019-03-08,135.0000,Consultation,208.40909091,208.40909091,172.50000000,
2019-03-10,60.0000,Consultation,201.95652174,201.95652174,183.00000000,
2019-03-11,185.0000,Consultation,201.25000000,201.25000000,148.00000000,
2019-03-12,315.0000,Consultation,205.80000000,205.80000000,151.00000000,
2019-03-13,120.0000,Consultation,202.50000000,202.50000000,145.83333333,
2019-03-14,180.0000,Consultation,201.66666667,195.57692308,165.83333333,
2019-03-15,240.0000,Consultation,203.03571429,202.50000000,183.33333333,
2019-03-16,60.0000,Consultation,198.10344828,195.57692308,165.71428571,
2019-03-17,120.0000,Consultation,195.50000000,188.65384615,174.28571429,
2019-03-18,120.0000,Consultation,193.06451613,190.96153846,165.00000000,360.00000000
2019-03-19,180.0000,Consultation,192.65625000,186.34615385,145.71428571,210.00000000
2019-03-20,180.0000,Consultation,192.27272727,181.73076923,154.28571429,220.00000000
2019-03-22,180.0000,Consultation,191.91176471,174.40000000,140.00000000,240.00000000
2019-03-23,120.0000,Consultation,189.85714286,176.80000000,150.00000000,204.00000000
2019-03-24,360.0000,Consultation,194.58333333,181.60000000,190.00000000,220.00000000
2019-03-25,730.0000,Consultation,209.05405405,202.69230769,291.66666667,231.42857143
2019-03-26,600.0000,Consultation,219.34210526,217.40740741,361.66666667,255.62500000
2019-03-27,180.0000,Consultation,218.33333333,215.00000000,361.66666667,240.55555556
2019-03-28,180.0000,Consultation,217.37500000,212.77777778,335.71428571,222.50000000
2019-03-29,420.0000,Consultation,222.31707317,221.66666667,370.00000000,224.09090909
2019-03-30,240.0000,Consultation,222.73809524,221.66666667,387.14285714,225.83333333
2019-03-31,120.0000,Consultation,220.34883721,219.44444444,352.85714286,226.92307692
2019-04-01,240.0000,Consultation,220.79545455,223.88888889,282.85714286,223.57142857
2019-04-02,180.0000,Consultation,219.88888889,228.33333333,222.85714286,224.66666667
2019-04-03,420.0000,Consultation,224.23913043,230.55555556,257.14285714,221.87500000
2019-04-04,180.0000,Consultation,223.29787234,226.11111111,257.14285714,215.88235294
2019-04-05,180.0000,Consultation,222.39583333,224.46428571,222.85714286,207.22222222
2019-04-06,120.0000,Consultation,220.30612245,226.60714286,205.71428571,215.26315789
2019-04-07,180.0000,Consultation,219.50000000,228.21428571,214.28571429,219.50000000
2019-04-08,180.0000,Consultation,218.72549020,226.55172414,205.71428571,211.90476190
2019-04-09,180.0000,Consultation,217.98076923,230.68965517,205.71428571,208.40909091
2019-04-10,180.0000,Consultation,217.26415094,230.51724138,171.42857143,201.95652174
2019-04-11,360.0000,Consultation,219.90740741,232.06896552,197.14285714,201.25000000
2019-04-12,300.0000,Consultation,221.36363636,238.27586207,214.28571429,205.80000000
2019-04-13,300.0000,Consultation,222.76785714,242.41379310,240.00000000,202.50000000
2019-04-14,120.0000,Consultation,220.96491228,238.27586207,231.42857143,195.57692308
2019-04-15,300.0000,Consultation,222.32758621,246.55172414,248.57142857,202.50000000
2019-04-16,360.0000,Consultation,224.66101695,254.82758621,274.28571429,195.57692308
2019-04-17,75.0000,Consultation,222.16666667,253.27586207,259.28571429,188.65384615
2019-04-18,240.0000,Consultation,222.45901639,255.34482759,242.14285714,190.96153846
2019-04-19,240.0000,Consultation,222.74193548,257.41379310,233.57142857,186.34615385
2019-04-20,245.0000,Consultation,223.09523810,257.00000000,225.71428571,181.73076923
2019-04-21,240.0000,Consultation,223.35937500,259.00000000,242.85714286,174.40000000
2019-04-22,480.0000,Consultation,227.30769231,271.00000000,268.57142857,176.80000000
2019-04-23,360.0000,Consultation,229.31818182,271.00000000,268.57142857,181.60000000
2019-04-24,215.0000,Consultation,229.10447761,253.83333333,288.57142857,202.69230769
2019-04-25,420.0000,Consultation,231.91176471,247.83333333,314.28571429,217.40740741
2019-04-26,60.0000,Consultation,229.42028986,243.83333333,288.57142857,215.00000000
2019-04-27,360.0000,Consultation,231.28571429,249.83333333,305.00000000,212.77777778
2019-04-28,240.0000,Consultation,231.40845070,243.83333333,305.00000000,221.66666667
2019-04-29,420.0000,Consultation,234.02777778,249.83333333,296.42857143,221.66666667
2019-04-30,255.0000,Consultation,234.31506849,254.33333333,281.42857143,219.44444444
2019-05-01,450.0000,Consultation,237.22972973,261.33333333,315.00000000,223.88888889
2019-05-02,375.0000,Consultation,239.06666667,267.83333333,308.57142857,228.33333333
2019-05-03,225.0000,Consultation,238.88157895,261.33333333,332.14285714,230.55555556
2019-05-04,300.0000,Consultation,239.67532468,265.33333333,323.57142857,226.11111111
2019-05-05,150.0000,Consultation,238.52564103,264.33333333,310.71428571,224.46428571
2019-05-06,545.0000,Consultation,242.40506329,278.50000000,328.57142857,226.60714286
2019-05-07,300.0000,Consultation,243.12500000,282.50000000,335.00000000,228.21428571
2019-05-08,150.0000,Consultation,241.97530864,281.50000000,292.14285714,226.55172414
2019-05-09,300.0000,Consultation,242.68292683,285.50000000,281.42857143,230.68965517
2019-05-10,450.0000,Consultation,245.18072289,294.50000000,313.57142857,230.51724138
2019-05-11,320.0000,Consultation,246.07142857,293.16666667,316.42857143,232.06896552
2019-05-13,450.0000,Consultation,248.47058824,298.10344828,328.33333333,238.27586207
2019-05-14,450.0000,Consultation,250.81395349,309.48275862,353.33333333,242.41379310
2019-05-15,450.0000,Consultation,253.10344828,314.65517241,403.33333333,238.27586207
2019-05-16,150.0000,Consultation,251.93181818,307.41379310,378.33333333,246.55172414
2019-05-17,450.0000,Consultation,254.15730337,320.34482759,378.33333333,254.82758621
2019-05-18,75.0000,Consultation,252.16666667,314.65517241,337.50000000,253.27586207
2019-05-19,300.0000,Consultation,252.69230769,316.72413793,332.14285714,255.34482759
2019-05-20,900.0000,Consultation,259.72826087,339.31034483,396.42857143,257.41379310
2019-05-21,300.0000,Consultation,260.16129032,341.37931034,375.00000000,257.00000000
2019-05-22,300.0000,Consultation,260.58510638,335.17241379,353.57142857,259.00000000
2019-05-23,375.0000,Consultation,261.78947368,335.68965517,385.71428571,271.00000000
